"Subject" "Activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
11 41 0.276771995185185 -0.0235645109018519 -0.108414468055556 0.920836899444444 -0.264957252222222 0.14085056012963 0.114404384907407 -0.01222390525 -0.0112905668327778 -0.0470549060968519 -0.0687233911296296 0.0703816748796296 -0.0709582623944444 -0.0607407777981481 -0.0411051440712963 -0.411171674351852 -0.411171674351852 -0.641347503537037 -0.501235563611111 -0.817900647407407 -0.532679864888889 -0.499654070518519 -0.667511801111111 -0.614261715990741 -0.626457778277778 -0.807087338148148 -0.636747948148148 -0.718968213148148 -0.724816214444444 -0.520095290259259 -0.616549946925926 -0.687538907037037 -0.849169516296296 -0.468019655296296 -0.412114293075926 -0.490656862148148 -0.967479659259259 -0.949089033888889 -0.942267716851852 -0.596707876185185 -0.607932333981481 -0.826095835 -0.652543632351852 -0.55415645537037 -0.740535887962963 -0.764892861481482 -0.853869136851852 -0.81350776 -0.507807163277778 -0.507807163277778 -0.632801830407407 -0.577532187685185 -0.854356239444444 -0.445371718851852 -0.408012802385185 -0.451759083740741 -0.615446976481482 -0.614244451074074 -0.843925565 -0.662049345740741 -0.484379645724074 -0.769900301111111 -0.578108917962963 -0.657007564259259 -0.583929399444444 -0.872018381666667
12 42 0.274822660365385 -0.0217820668905769 -0.119775558653846 0.870321053269231 -0.240301699615385 -0.312797033461538 0.0788172700365385 0.00279756899615384 0.00390913705576923 0.0127206401480769 -0.0852893879134615 0.0414760674980769 -0.109198815038846 -0.0403902238817308 -0.0401395409326923 -0.0959584690651923 -0.0959584690651923 -0.348647641288462 -0.362012104038462 -0.682160319807692 -0.244586695098077 -0.229911038653846 -0.237099755990385 -0.371295758461538 -0.405777857692308 -0.416822991346154 -0.5130885475 -0.604015747307692 -0.438994530961538 -0.198045044769231 -0.292658937961538 -0.57967598 -0.701401699230769 -0.174979458986538 -0.175154791826923 -0.130705218615385 -0.956435609038462 -0.960379559615385 -0.908756133461538 -0.333852904980769 -0.370848450192308 -0.454907637367308 -0.5089725475 -0.626424132307692 -0.413569147653846 -0.682004646730769 -0.699735461346154 -0.618425187307692 -0.194803012826923 -0.194803012826923 -0.302134225151923 -0.492418534038462 -0.702338338846154 -0.150661816949615 -0.201786776201923 -0.146634516967308 -0.354619389423077 -0.375131749423077 -0.491399179730769 -0.515362985384615 -0.645073951153846 -0.463479315269231 -0.319738303346154 -0.320032487153846 -0.526296810923077 -0.724986049423077
13 43 0.279656486363636 -0.0179925435909091 -0.105128111745455 0.930268218181818 -0.00613625656363636 -0.114212714127273 0.0774815541672727 0.0127558264434364 -0.00116418125254545 -0.0308649841036364 -0.0713292447454545 0.08562107864 -0.105539726981818 -0.0376322107236364 -0.0491031663690909 -0.88201624 -0.88201624 -0.929926406 -0.879384233636364 -0.960350337454545 -0.934993899090909 -0.876840926909091 -0.901260776727273 -0.940642948545454 -0.916717708727273 -0.939230114 -0.903370791090909 -0.942211106181818 -0.919867900545455 -0.901827262 -0.925096052181818 -0.924598292 -0.963511942181818 -0.923172953454545 -0.851271356181818 -0.858141796909091 -0.987652587818182 -0.977438219272727 -0.961114359272727 -0.936813015818182 -0.912856339636364 -0.941752904727273 -0.896868115818182 -0.934890192 -0.903756807454545 -0.947233328727273 -0.96496756 -0.960151118545455 -0.884963814363636 -0.884963814363636 -0.927196217818182 -0.895656143636364 -0.964185173818182 -0.919235520909091 -0.848142084 -0.847820096181818 -0.938493164 -0.914871044181818 -0.942914113272727 -0.896903699818182 -0.931393525818182 -0.907795601272727 -0.894103978363636 -0.929292112909091 -0.896211508909091 -0.967508821454545
14 44 0.27812928962963 -0.0165849810777778 -0.109202286666667 0.487754949259259 0.462769350207407 0.0863540277037037 0.0770532463148148 0.00504932895537037 0.00309827752907407 -0.026242704812963 -0.0553436732555556 0.123550991796296 -0.0993993467592593 -0.0411003802592593 -0.0619994437055556 -0.964554964444444 -0.964554964444444 -0.970986110740741 -0.951281945555556 -0.983563122962963 -0.975613658333333 -0.938505894074074 -0.964313184259259 -0.974216307962963 -0.954336992592593 -0.972311537592593 -0.972293779444444 -0.977309816851852 -0.950464128148148 -0.953246609074074 -0.962243108148148 -0.962130900555556 -0.978407812037037 -0.978115449814815 -0.936019860185185 -0.961312582777778 -0.983398854444444 -0.973887019444444 -0.976715135740741 -0.973901374444444 -0.952576114444444 -0.97524167037037 -0.978393904074074 -0.978210843148148 -0.951121665925926 -0.976747983888889 -0.984094655 -0.974919187777778 -0.952406985555556 -0.952406985555556 -0.961334777222222 -0.952000051296296 -0.976598859074074 -0.979282742962963 -0.938207523148148 -0.962098183703704 -0.976028243148148 -0.953971707222222 -0.976751205 -0.980493333148148 -0.979126747407407 -0.955845476666667 -0.95874184537037 -0.959362251851852 -0.953752677037037 -0.97573143962963
15 45 0.2745519375 -0.0181920212652083 -0.1083543943125 0.822275764166667 -0.0605380470833333 0.0839268503958333 0.0893090941479167 0.0179994350708333 -0.0061638457125 -0.0808288154166667 -0.0466297995645833 0.0789855740311354 -0.0695923393270833 -0.0539221101 -0.0513399647833333 -0.247821470860417 -0.247821470860417 -0.391371240833333 -0.419049635833333 -0.656417764791667 -0.334908860902083 -0.110360806797083 -0.616378959166667 -0.4152481635625 -0.272190111014583 -0.689211463541667 -0.516902860208333 -0.62563857 -0.427594105833333 -0.37747523240625 -0.362750560354167 -0.615370621041667 -0.756652802708333 -0.32681294010625 -0.091242046575 -0.570907603541667 -0.980048296666667 -0.964413030625 -0.957128374166667 -0.3826887825 -0.212148670114583 -0.715936614791667 -0.573743566472917 -0.544176711875 -0.47007474125 -0.576772905833333 -0.751530983958333 -0.569461317291667 -0.399788785152083 -0.399788785152083 -0.372544654770833 -0.5512142736875 -0.755609773333333 -0.325357270475 -0.139119253141667 -0.58047084 -0.403871107947917 -0.19913917788125 -0.741347691875 -0.594212082333333 -0.50444973625 -0.533553167083333 -0.506287580485417 -0.389598655270833 -0.586620739575 -0.771688220833333
16 46 0.26815518727451 -0.0234659349176471 -0.104655011666667 0.92078428372549 -0.278099839019608 0.0370524714117647 0.0887933823609804 0.00152058112372549 -0.0344808266882353 -0.0711567125784314 -0.0418474925215686 0.0656811666398039 -0.0505475953137255 -0.0536617765705882 -0.0428165997098039 -0.244445948427451 -0.244445948427451 -0.540054570862745 -0.395035592627451 -0.766423503921569 -0.398052535515686 -0.308101948570588 -0.605866610588235 -0.521669658615686 -0.479511115235294 -0.754652388823529 -0.533018344098039 -0.640968514313725 -0.640379482745098 -0.362418357156863 -0.487228659352941 -0.60471357254902 -0.792844164705882 -0.312483679123529 -0.214982084594118 -0.391657561176471 -0.957145983137255 -0.922511587843137 -0.906466604117647 -0.486428805352941 -0.451718797705882 -0.777765355490196 -0.577252505039216 -0.487144678039216 -0.667834578235294 -0.686299067843137 -0.813971213529412 -0.746656702941176 -0.336480954670588 -0.336480954670588 -0.493295894058824 -0.490395851176471 -0.794754356666667 -0.283255636666667 -0.219603116339216 -0.344232703692157 -0.496754630823529 -0.458421984803922 -0.799609754313725 -0.596290548823529 -0.420508372352941 -0.708086163921569 -0.427428877764706 -0.504788529862745 -0.508033914901961 -0.81218513627451
17 47 0.269429509375 -0.0137532512125 -0.10513202213625 0.8684680924375 -0.0743436656729167 -0.0883563373125 0.0805809340833333 0.00195359157170833 -0.00681160077585417 -0.0270248776666667 -0.0849388403166667 0.104380373979167 -0.098491937875 -0.0430712689166667 -0.0545518281789583 -0.956147151458333 -0.956147151458333 -0.985106207708333 -0.949078851666667 -0.99167985375 -0.978703898333333 -0.956887641458333 -0.962560200625 -0.987837686875 -0.980826572708333 -0.980308611041667 -0.9778755725 -0.97893562 -0.970829386041667 -0.957641306458333 -0.983058791875 -0.972274661875 -0.991199725 -0.975176536041667 -0.944086109375 -0.946585768541667 -0.960524404375 -0.962597952083333 -0.953953320833333 -0.987552070833333 -0.980753996458333 -0.983286144375 -0.979605320208333 -0.973406899166667 -0.968277545416667 -0.990879281458333 -0.990784395208333 -0.989178665208333 -0.942891206666667 -0.942891206666667 -0.983843272916667 -0.96045233625 -0.990954068333333 -0.973992780625 -0.940917920208333 -0.941929253541667 -0.988413827083333 -0.982213667708333 -0.984958742291667 -0.980218222083333 -0.970613544583333 -0.970319227708333 -0.944093980833333 -0.983797942708333 -0.959892400625 -0.990935112708333
18 48 0.274496933448276 -0.0162382919455172 -0.105311175948276 0.361824846206897 -0.276710462689655 0.530800718068966 0.0772139890344828 0.0135215148551724 -0.00158867247568966 -0.0282248842586207 -0.0816472715172414 0.0874772085172414 -0.098799189862069 -0.0374119689689655 -0.0563750055517241 -0.973414562241379 -0.973414562241379 -0.989157792758621 -0.956401917241379 -0.992446196551724 -0.985492389655172 -0.97144851637931 -0.98072524362069 -0.990624292586207 -0.984923747241379 -0.985985961896552 -0.980242316724138 -0.97731605362069 -0.985531183965517 -0.977304008965517 -0.988695258965517 -0.971464957068966 -0.990332021896552 -0.980213498793103 -0.964496792413793 -0.975860438275862 -0.973472623965517 -0.977361487241379 -0.978303242241379 -0.990531118793103 -0.985189529827586 -0.987973176724138 -0.983292387068965 -0.970852986896552 -0.987281716724138 -0.989098899137931 -0.990752133448276 -0.993311070689655 -0.971707721724138 -0.971707721724138 -0.989305250172414 -0.96145102862069 -0.99016216137931 -0.978498405689655 -0.962800286551724 -0.974171887758621 -0.991297485172414 -0.986649131724138 -0.988545244827586 -0.984376255689655 -0.967770400862069 -0.989219749655172 -0.972265905 -0.988944672241379 -0.961861917586207 -0.990292933275862
19 49 0.28205034825 -0.022752159425 -0.110559449025 0.24683124225 0.16134183475 0.291524687 0.06855085698425 0.01329028018 0.0303659339225 -0.0098569980375 -0.08113383925 0.0786234283875 -0.1129678642195 -0.018302787795 -0.0428459269775 -0.624622260425 -0.624622260425 -0.73954831075 -0.610019057275 -0.7971621815 -0.7660819505 -0.63954056875 -0.6563482915 -0.785555447 -0.73058056375 -0.75064849575 -0.7704422605 -0.66785529125 -0.68017018745 -0.73854884675 -0.76657051575 -0.69431181175 -0.8297300815 -0.74139775575 -0.571543734825 -0.5441162557885 -0.9708001975 -0.96133778125 -0.9646432705 -0.776873533 -0.721040902 -0.77253792875 -0.80145363725 -0.563946378505 -0.6208540791 -0.80939131225 -0.804022851 -0.7911653665 -0.7192677175 -0.7192677175 -0.76433339025 -0.622453591 -0.8305794105 -0.732354794 -0.565659547725 -0.52362169743975 -0.7876759865 -0.73011830175 -0.793011877 -0.81192639825 -0.51398846678325 -0.63848539275 -0.75211053775 -0.761866339 -0.640851964 -0.84374942
20 50 0.28322020627451 -0.0176169526882353 -0.115617663137255 0.718872986078431 -0.00391312976470588 0.0164178215686275 0.0860220652352941 0.000291004882352939 -0.0110554940390196 -0.00829129949411765 -0.0683058625490196 0.0775890760588235 -0.119932637483137 -0.0477014604027451 -0.0639856135935294 -0.188658545098039 -0.188658545098039 -0.396193189588235 -0.494349609803922 -0.68974619254902 -0.33573925972549 -0.40233681405098 -0.286600419539216 -0.409235722117647 -0.518984997254902 -0.463905398058824 -0.579196737164706 -0.613005458235294 -0.533300933921569 -0.310675202319608 -0.374540372361765 -0.653145336862745 -0.72174304627451 -0.245691149215686 -0.400179914215686 -0.206239152970588 -0.972630018627451 -0.963252016470588 -0.942615888431373 -0.365996876905882 -0.503238874705882 -0.490916030784314 -0.629069043529412 -0.610208870588235 -0.51397637745098 -0.708173363137255 -0.703082615098039 -0.650819124117647 -0.332427979960784 -0.332427979960784 -0.385121652588235 -0.625718717058824 -0.728215577254902 -0.215295125882353 -0.437261676568627 -0.226157820327451 -0.377859072650588 -0.520587484705882 -0.517022435882353 -0.646907962352941 -0.612948338823529 -0.553750669411765 -0.45106192137451 -0.404757809176471 -0.673123157058824 -0.756851266078431
21 51 0.277201557021277 -0.0217684126017021 -0.0998039782489362 0.811285024255319 -0.275659714893617 -0.387611570425532 0.0682766226851064 0.0236470081042553 -0.0207328778085106 0.0161327911587234 -0.119556669102128 0.0205266827404255 -0.116401046895745 -0.0626519426617021 -0.0505529235957447 0.0346273799361702 0.0346273799361702 -0.213587985270213 0.0511579092765957 -0.439235101914894 -0.20713723257234 0.074097207 0.0289622717978723 -0.271014079923404 -0.159069709404255 -0.269539396265957 -0.432272553191489 -0.151466314893617 0.176502849702128 0.0381308201489362 -0.154832957362766 -0.226241781851064 -0.489219584957447 -0.191341690842553 0.179823496191489 0.274525449822766 -0.941714503829787 -0.92422545 -0.894835941489362 -0.245744546386383 -0.138694091987234 -0.342556404042553 -0.480237227234043 0.0299799230361702 0.221782869553191 -0.614686115106383 -0.466790102191489 -0.212575216059574 0.0476879890425532 0.0476879890425532 -0.160738066061489 -0.104456889234043 -0.498342427 -0.186584248584043 0.153331042195745 0.297265680195745 -0.288379157444681 -0.177825360723404 -0.415990222553192 -0.500125609787234 0.114852451377872 0.117264470644681 -0.111805017934043 -0.176591384276596 -0.18174281083234 -0.548001545893617
22 52 0.279923899047619 -0.0139257331940476 -0.109002686883333 0.793707900238095 -0.276703575238095 -0.420508507619048 0.0805611276952381 -0.0255284559452381 0.0157864380595238 0.00161011869166667 -0.0663925391619048 0.0690306845 -0.108467884192857 -0.029947144052381 -0.0253531226904762 -0.532857532857143 -0.532857532857143 -0.706997334761905 -0.443634687380952 -0.764166742619048 -0.707023770738095 -0.567107550021429 -0.513367178142857 -0.735114711428571 -0.724693602619048 -0.705445411904762 -0.773372664285714 -0.551662949904762 -0.501853968814286 -0.60035430445 -0.700832952857143 -0.57255785865 -0.786642170238095 -0.711966495952381 -0.45122604 -0.347134904761905 -0.95774161952381 -0.949075676666667 -0.923058209047619 -0.732904189047619 -0.718811598571429 -0.731311221428571 -0.773260159761905 -0.407459934047619 -0.348535300952381 -0.85751024452381 -0.756369833809524 -0.734532871904762 -0.574955492359524 -0.574955492359524 -0.717814534523809 -0.466451401142857 -0.797595515238095 -0.71421241452381 -0.43257534547619 -0.316183456428571 -0.75536160047619 -0.732201980714286 -0.755881321190476 -0.776353590714286 -0.339136687857143 -0.365939503095238 -0.627597263738095 -0.742793520476191 -0.490219816242857 -0.828456782857143
23 53 0.239672790784314 -0.00354471841372549 -0.0802946217647059 0.538383013431373 0.139339735215686 0.189778868686274 0.0921993609803922 -0.0197793519627451 -0.0401071835539216 -0.0147067932192157 -0.125711557431373 0.130258604901961 -0.0976138218235294 -0.0438345401095882 -0.0503729841960784 -0.892316352352941 -0.892316352352941 -0.965067193333333 -0.902894148627451 -0.975421161372549 -0.93760899627451 -0.902589430784314 -0.906571384313726 -0.969225653921569 -0.956481844117647 -0.961541322156863 -0.95596047745098 -0.939380895490196 -0.93519667627451 -0.882100663941176 -0.959439090784314 -0.932603088235294 -0.96925285 -0.925099771058824 -0.876662757666667 -0.868774355019608 -0.882699878431373 -0.927809018941177 -0.874049215490196 -0.968733641372549 -0.954410350784314 -0.965909519215686 -0.961956612941177 -0.93041656627451 -0.933706696470588 -0.974355067254902 -0.970037615490196 -0.97321465372549 -0.836562289803922 -0.836562289803922 -0.958149400980392 -0.91196815254902 -0.967105136078431 -0.921001765941176 -0.872168331372549 -0.860347655607843 -0.971096944705882 -0.955314897843137 -0.96896949627451 -0.964044045490196 -0.926103511568627 -0.939501779607843 -0.841711979803922 -0.955938568235294 -0.914621621568627 -0.966729739607843
24 54 0.268912742677966 -0.012259583799661 -0.11744814459322 0.885513723898305 -0.0224125934237288 -0.302008960169492 0.0767095673152542 0.0164472036862712 0.00927687806305085 0.023133206240678 -0.0378262062864407 0.0432515219135593 -0.118596418484746 -0.0390213604491525 -0.0523192761355932 -0.538157861525424 -0.538157861525424 -0.682698138338983 -0.624180709661017 -0.833852345084746 -0.661669808576271 -0.577105669348475 -0.582717259808814 -0.723551469016949 -0.67575019759322 -0.71190989779661 -0.748510724915254 -0.761747289491525 -0.701758577966102 -0.597645537661017 -0.675059254440678 -0.788121223559322 -0.856092532711864 -0.612984178474576 -0.554219251166102 -0.493949045318644 -0.970256349661017 -0.953642501355932 -0.948609178474576 -0.709721661166102 -0.652320555322034 -0.737729572711864 -0.752217993220339 -0.723915534237288 -0.659668103661017 -0.830423466779661 -0.847139797966102 -0.817496637966102 -0.584265978559322 -0.584265978559322 -0.686502180091525 -0.742791546949153 -0.862689886949152 -0.595847332372881 -0.571015149966102 -0.487659846667797 -0.721368270257627 -0.650340961637288 -0.762368045932203 -0.756876108305085 -0.706605799830508 -0.679513472220339 -0.641389798440678 -0.70365064270678 -0.758503702711864 -0.881707079491525
25 55 0.275684819753846 -0.0197543858870769 -0.104713342833846 0.675732313307692 -0.202534295538462 -0.317415119846154 0.0636852767092308 0.0181395045123077 0.0248008288276923 -0.00761646315538461 -0.0796820690676923 0.0472946213646154 -0.106870538239185 -0.0480853535538462 -0.0311890316 -0.0321718176307692 -0.0321718176307692 -0.234683056503077 -0.00346280772446154 -0.417774271492308 -0.276727086403077 0.00179753736307692 0.0291040570230769 -0.3250209715 -0.210444306184615 -0.261133052184615 -0.450135030384615 -0.0789790832615385 0.0469686029384615 -0.0439370324892308 -0.208556884630769 -0.176665027115385 -0.436821145528615 -0.275172978310769 0.0914213264116923 0.242286776861538 -0.944529073384615 -0.944003011538462 -0.922146887538462 -0.294075370127692 -0.178958521776923 -0.340190219199692 -0.522034745953846 0.0555605519084615 0.0710390031692308 -0.577915770153846 -0.409866251984615 -0.299610707230769 -0.0595101113384615 -0.0595101113384615 -0.219860299446154 -0.1142487024 -0.4635092568 -0.275804197401538 0.06457757674 0.253977929584615 -0.325214035630769 -0.201500403923077 -0.419957886601538 -0.547525637892308 0.118953431169231 -0.0236713190384615 -0.216235066138462 -0.2412066016 -0.227679419276923 -0.540917522615385
26 56 0.272785262090909 -0.0140956198472727 -0.102977557563636 0.821925182 -0.131861942545455 -0.0987352965454545 0.0709489348363636 0.00241275552358182 -0.0227969519173455 0.0232647814081818 -0.116123173345455 0.0155250358181818 -0.110163467681818 -0.0474778800909091 -0.0668590157581818 -0.569678790930909 -0.569678790930909 -0.736732573267273 -0.482323832181818 -0.770185345565455 -0.766270097636364 -0.588613917163636 -0.5427241932 -0.787138332727273 -0.749553225781818 -0.718203892909091 -0.763926180672727 -0.573540054779091 -0.551853278454545 -0.646490487587273 -0.738734005290909 -0.589834899445455 -0.774703432 -0.763647207272727 -0.475223204818182 -0.39430509 -0.961578732545455 -0.925459226 -0.914056733454545 -0.780850645636364 -0.745670905945454 -0.743791128054546 -0.778512955454545 -0.463866871636364 -0.431146492894545 -0.854943418727273 -0.751733201454545 -0.764567730763636 -0.618250591636364 -0.618250591636364 -0.758082620090909 -0.503418177454545 -0.784513818727273 -0.763059589818182 -0.456739941818182 -0.367703667636364 -0.794013426181818 -0.759428284834545 -0.768434724727273 -0.785013569818182 -0.410750144545455 -0.450292784890909 -0.663338051454545 -0.786440152749091 -0.533415551581818 -0.814577837909091
27 57 0.287983686862745 -0.0148976889311765 -0.122559809745098 0.203689559490196 0.621018175803922 0.233415478176471 0.0789119013333333 0.00959962607647059 -0.00504578497313725 -0.026244266327451 -0.0747139505490196 0.0979655569215686 -0.0982953350784314 -0.0395675993333333 -0.0588987474882353 -0.949734550784314 -0.949734550784314 -0.978228718627451 -0.940539885294118 -0.981655106666667 -0.973384614705882 -0.950329235686274 -0.947281970588235 -0.978069309803922 -0.967327565294118 -0.974555275098039 -0.958044250196078 -0.957425552941176 -0.952891018627451 -0.947310088235294 -0.970785940784314 -0.941386691568627 -0.971209291372549 -0.972989734509804 -0.946457321764706 -0.92133711627451 -0.967218985098039 -0.978639648431373 -0.940956163333333 -0.978437820588235 -0.967409982156863 -0.978236242941177 -0.959908607647059 -0.954382314313725 -0.950880215490196 -0.974314977058824 -0.975661485294118 -0.979365621568627 -0.93273440627451 -0.93273440627451 -0.970431169803922 -0.918309691960784 -0.968841287254902 -0.972983032745098 -0.94735819254902 -0.914648823921569 -0.98089652254902 -0.969967144313725 -0.980647163529412 -0.960997690588235 -0.953433298627451 -0.954750208235294 -0.93564781 -0.968919596470588 -0.918630165294118 -0.967850162352941
28 58 0.275896682941176 -0.0147709385294118 -0.109628702313725 0.921148065686274 -0.192420148039216 0.111553251098039 0.0894511440470588 0.00435633190941177 -0.00261705854901961 -0.0634917126411765 -0.0645436104866667 0.0809874673052941 -0.0854361322117647 -0.044397173925098 -0.0491073135098039 -0.0312341627843137 -0.0312341627843137 -0.286709630352941 -0.273858389098039 -0.590156755882353 -0.160100467862745 0.0135533146782353 -0.428710449019608 -0.294609936678431 -0.163864498909804 -0.561832053137255 -0.306597595998039 -0.587427761568627 -0.298876178431373 -0.112262721176471 -0.200799908143137 -0.509273225686275 -0.666806609019608 -0.0860049659803922 0.0567610533005882 -0.386628051764706 -0.966900983333333 -0.948810276470588 -0.938467379215686 -0.25259078927451 -0.124314971742941 -0.603041547254902 -0.372087944921569 -0.554216991176471 -0.320692688627451 -0.411560396862745 -0.738187848627451 -0.495634788235294 -0.125569277352941 -0.125569277352941 -0.211447987437255 -0.42735203327451 -0.665031071568628 -0.0604314214901961 0.0116441001539216 -0.412364917058823 -0.276487094431373 -0.141442576411176 -0.643117674901961 -0.397323551607843 -0.53870531627451 -0.391749105882353 -0.271251998901961 -0.232411079607843 -0.472499710058824 -0.687479092941176
29 59 0.275282970408163 -0.0239306796265306 -0.109966493081633 0.945986624489796 -0.233764776959184 0.042019814 0.0663593433265306 0.00633037872040816 -0.0022101140477551 0.0104671677632653 -0.091083871 0.0817873131434694 -0.113111501902041 -0.0428453153877551 -0.0671089651653061 -0.52640208204 -0.52640208204 -0.692771275714286 -0.641365457755102 -0.844054305306122 -0.581500476877551 -0.55560469622449 -0.801291831836735 -0.65836390122449 -0.692514321836735 -0.870717216326531 -0.680126627346939 -0.820729900408163 -0.707089655102041 -0.600361588142857 -0.666779299591837 -0.757517152040816 -0.879208031836735 -0.547446996438775 -0.483272389694694 -0.753748318571429 -0.972108358979592 -0.951957589387755 -0.942661453469388 -0.63726307877551 -0.682693980408163 -0.888562647346939 -0.690574887755102 -0.77426136877551 -0.683677747959184 -0.767330816122449 -0.904874640408163 -0.818737921020408 -0.575127754653061 -0.575127754653061 -0.689843254081633 -0.667016391959184 -0.885423557346939 -0.535210846442857 -0.480807930265306 -0.748038802857143 -0.647732104897959 -0.694129290204082 -0.906039607142857 -0.697976449795918 -0.75177588122449 -0.705749740612245 -0.627772044897959 -0.724381042040816 -0.67069695777551 -0.903123456122449
30 60 0.281720330153846 -0.0175905467261538 -0.115032929615385 0.360537346692308 0.561851312307692 -0.227309770746769 0.0752519493538462 0.00574964232307692 0.00155956259061538 -0.0240737890061538 -0.0604885739338462 0.100322479184615 -0.0992895729692308 -0.0415960466598462 -0.0568047203692308 -0.966983257230769 -0.966983257230769 -0.985053274307692 -0.957167911846154 -0.990461378461538 -0.984387781692308 -0.961955555538462 -0.967628034615385 -0.988119756615385 -0.977616822153846 -0.981860423384615 -0.974995677538462 -0.978700123846154 -0.968989766153846 -0.965190864769231 -0.983111233846154 -0.969657034153846 -0.989161768461538 -0.983547796769231 -0.955760149538462 -0.956625533384615 -0.974053420307692 -0.972786134461538 -0.967437016769231 -0.988271148307692 -0.977706314923077 -0.984362933846154 -0.976684568307692 -0.974185340153846 -0.967316638153846 -0.98696725 -0.990560685692308 -0.986329126307692 -0.957723813076923 -0.957723813076923 -0.983317563230769 -0.955981942153846 -0.988427291692308 -0.983366539230769 -0.955116294769231 -0.953758780461539 -0.989539620153846 -0.979475841076923 -0.985466657384615 -0.977409552307692 -0.971994633230769 -0.969880090461538 -0.959847981230769 -0.982341099076923 -0.955369027692308 -0.987974123692308
